Дата вылета;Номер рейса;Аэропорт вылета;Аэропорт прилета;Время вылета;Время прилета;Емкость кабины;LF Кабина;Бронирования по кабинам;Тип ВС;Код кабины;Доход пасс;Пассажиры
2025-02-23;1191;KZN;SVO;13:20;15:05;16;0,25;4;32B;C;781,12;5
2025-02-23;1191;KZN;SVO;13:20;15:05;167;0,9102;152;32B;Y;5734,39;157
2025-02-23;1246;SVO;REN;08:35;13:00;167;0,8683;145;32B;Y;5126,04;145
2025-02-23;1276;SVO;KZN;08:10;10:00;167;0,5928;99;32B;Y;2078,7;99
2025-02-23;1277;KZN;SVO;10:50;12:35;16;0,25;4;32B;C;879,05;4
2025-02-23;1277;KZN;SVO;10:50;12:35;167;0,8503;142;32B;Y;4984,14;143
2025-02-23;1478;SVO;ABA;23:55;08:45;20;0,35;7;73H;C;2879,16;7
2025-02-23;1478;SVO;ABA;23:55;08:45;138;0,7319;101;73H;Y;9661,52;99
2025-02-23;1479;ABA;SVO;09:55;11:00;20;0,2;4;73H;C;1142,18;5
2025-02-23;1479;ABA;SVO;09:55;11:00;138;0,7826;108;73H;Y;9039,23;108
2025-02-23;1524;SVO;RGK;00:05;08:35;20;0,8;16;73H;C;8456,61;16
2025-02-23;1524;SVO;RGK;00:05;08:35;138;0,971;134;73H;Y;15211,01;134
2025-02-23;1525;RGK;SVO;11:45;12:35;20;0,7;14;73H;C;9980,24;14
2025-02-23;1525;RGK;SVO;11:45;12:35;138;0,9928;137;73H;Y;34934,47;137
2025-02-23;1713;KHV;SVO;14:35;15:55;36;0,4444;16;333;C;10946,27;16
2025-02-23;1713;KHV;SVO;14:35;15:55;265;0,9509;252;333;Y;23217,59;278
2025-02-23;2142;SVO;AYT;11:25;16:30;16;0,8125;13;32B;C;5220,77;13
2025-02-23;2142;SVO;AYT;11:25;16:30;167;0,4611;77;32B;Y;13220,84;77
2025-02-23;2143;AYT;SVO;17:30;22:30;16;0,8125;13;32B;C;7537,79;14
2025-02-23;2143;AYT;SVO;17:30;22:30;167;0,5509;92;32B;Y;19811,83;92
2025-02-23;6568;AER;LED;18:45;22:55;8;0,25;2;319;C;0,0;2
2025-02-23;6568;AER;LED;18:45;22:55;120;0,8833;106;319;Y;9181,63;109
2025-02-23;6574;KJA;LED;19:55;21:05;8;0,25;2;319;C;511,02;2
2025-02-23;6574;KJA;LED;19:55;21:05;120;0,775;93;319;Y;8492,6;93
2025-02-23;6792;SVX;KJA;18:15;23:20;95;0,8421;80;SU9;Y;4164,52;82
2025-04-21;209;PVG;SVO;11:40;16:30;30;0,9;27;77W;C;18275,23;27
2025-04-21;209;PVG;SVO;11:40;16:30;48;0,7708;37;77W;W;13343,33;37
2025-04-21;209;PVG;SVO;11:40;16:30;324;0,9537;309;77W;Y;80635,54;310
2025-04-21;224;SVO;SYX;10:35;01:15;28;0,6786;19;359;C;7859,8;19
2025-04-21;224;SVO;SYX;10:35;01:15;24;0,25;6;359;W;1749,75;6
2025-04-21;224;SVO;SYX;10:35;01:15;264;0,4053;107;359;Y;25939,73;105
2025-04-21;225;SYX;SVO;09:20;14:45;28;0,7143;20;359;C;11842,82;20
2025-04-21;225;SYX;SVO;09:20;14:45;24;0,25;6;359;W;2267,39;6
2025-04-21;225;SYX;SVO;09:20;14:45;264;0,4205;111;359;Y;32560,9;111
2025-04-21;233;DEL;SVO;05:00;09:00;30;0,3333;10;77W;C;5725,82;10
2025-04-21;233;DEL;SVO;05:00;09:00;48;0,125;6;77W;W;1544,81;6
2025-04-21;233;DEL;SVO;05:00;09:00;324;0,8549;277;77W;Y;45762,59;277
2025-04-21;321;MLE;SVO;11:05;17:50;30;0,6667;20;77W;C;18757,45;20
2025-04-21;321;MLE;SVO;11:05;17:50;48;0,7292;35;77W;W;15438,37;35
2025-04-21;321;MLE;SVO;11:05;17:50;324;0,5031;163;77W;Y;36994,42;163
2025-04-21;427;SSH;SVO;15:30;22:15;30;0,5;15;77W;C;6023,09;15
2025-04-21;427;SSH;SVO;15:30;22:15;324;0,1728;56;77W;Y;9610,71;56
2025-04-21;521;DXB;SVO;16:05;20:50;30;0,8667;26;77W;C;17021,16;26
2025-04-21;521;DXB;SVO;16:05;20:50;48;0,7708;37;77W;W;11360,05;39
2025-04-21;521;DXB;SVO;16:05;20:50;324;0,6265;203;77W;Y;36153,23;204
2025-04-21;526;SVO;DXB;11:25;18:20;20;0,85;17;73H;C;24999,08;17
2025-04-21;526;SVO;DXB;11:25;18:20;138;0,6159;85;73H;Y;15437,45;88
2025-04-21;1009;KGD;SVO;03:00;06:30;16;0,5;8;32B;C;921,14;8
2025-04-21;1009;KGD;SVO;03:00;06:30;167;1,0479;175;32B;Y;7015,25;176
2025-04-21;1018;SVO;KGD;11:50;13:35;16;0,75;12;32B;C;2319,37;13
2025-04-21;1018;SVO;KGD;11:50;13:35;29;1,0;29;32B;W;2760,3;29
2025-04-21;1018;SVO;KGD;11:50;13:35;138;1,0145;140;32B;Y;5438,26;140
2025-04-21;1054;SVO;MCX;17:10;20:00;8;0,75;6;32A;C;2010,02;6
2025-04-21;1054;SVO;MCX;17:10;20:00;150;0,9333;140;32A;Y;6883,17;140
2025-04-21;1055;MCX;SVO;21:00;00:10;8;0,25;2;32A;C;668,92;2
2025-04-21;1055;MCX;SVO;21:00;00:10;150;0,94;141;32A;Y;7666,61;141
2025-04-21;1129;AER;SVO;20:10;23:40;8;0,875;7;32A;C;1972,33;7
2025-04-21;1129;AER;SVO;20:10;23:40;150;0,96;144;32A;Y;5878,45;146
2025-04-21;1141;AER;SVO;06:20;09:50;8;0,75;6;32A;C;1607,57;6
2025-04-21;1141;AER;SVO;06:20;09:50;150;0,9867;148;32A;Y;8416,32;148
2025-04-21;1190;SVO;KZN;09:10;10:50;16;0,375;6;32B;C;1804,14;6
2025-04-21;1190;SVO;KZN;09:10;10:50;167;0,994;166;32B;Y;10603,4;169
2025-04-21;1191;KZN;SVO;11:40;13:25;16;0,4375;7;32B;C;1272,73;7
2025-04-21;1191;KZN;SVO;11:40;13:25;167;0,9341;156;32B;Y;8153,13;157
2025-04-21;1246;SVO;REN;17:50;22:00;20;0,1;2;320;C;504,01;2
2025-04-21;1246;SVO;REN;17:50;22:00;120;1,0917;131;320;Y;9292,69;131
2025-04-21;1276;SVO;KZN;13:40;15:25;16;0,25;4;32B;C;1430,25;4
2025-04-21;1276;SVO;KZN;13:40;15:25;167;0,8982;150;32B;Y;12287,76;164
2025-04-21;1277;KZN;SVO;16:15;17:55;16;0,5625;9;32B;C;2034,84;9
2025-04-21;1277;KZN;SVO;16:15;17:55;167;0,8982;150;32B;Y;10494,88;160
2025-04-21;1478;SVO;ABA;00:15;08:50;8;0,5;4;32A;C;1826,79;4
2025-04-21;1478;SVO;ABA;00:15;08:50;150;0,9467;142;32A;Y;13739,74;142
2025-04-21;1479;ABA;SVO;10:00;11:05;8;0,375;3;32A;C;1110,57;3
2025-04-21;1479;ABA;SVO;10:00;11:05;150;1,0267;154;32A;Y;15609,99;154
2025-04-21;1524;SVO;RGK;00:10;08:35;20;0,55;11;73H;C;5300,86;11
2025-04-21;1524;SVO;RGK;00:10;08:35;138;0,9275;128;73H;Y;16982,45;127
2025-04-21;1525;RGK;SVO;11:20;12:05;20;0,5;10;73H;C;4517,79;11
2025-04-21;1525;RGK;SVO;11:20;12:05;138;0,913;126;73H;Y;14280,91;129
2025-04-21;1713;KHV;SVO;15:45;16:45;28;0,25;7;359;C;3166,0;7
2025-04-21;1713;KHV;SVO;15:45;16:45;24;0,3333;8;359;W;1690,0;8
2025-04-21;1713;KHV;SVO;15:45;16:45;264;1,0795;285;359;Y;27929,34;285
2025-04-21;2142;SVO;AYT;08:05;13:10;12;0,5833;7;32Q;C;2529,51;7
2025-04-21;2142;SVO;AYT;08:05;13:10;184;0,8641;159;32Q;Y;26576,21;161
2025-04-21;2143;AYT;SVO;14:20;19:20;12;0,3333;4;32Q;C;1973,48;4
2025-04-21;2143;AYT;SVO;14:20;19:20;184;0,2011;37;32Q;Y;4899,3;42
2025-04-21;6321;LED;KGD;11:55;12:45;95;0,9789;93;SU9;Y;8701,71;93
2025-04-21;6574;KJA;LED;05:55;07:00;8;0,375;3;319;C;1228,3;3
2025-04-21;6574;KJA;LED;05:55;07:00;120;0,9917;119;319;Y;16229,99;120
2025-04-21;6792;SVX;KJA;12:50;17:55;5;0,6;3;SU9;W;447,19;3
2025-04-21;6792;SVX;KJA;12:50;17:55;95;0,9684;92;SU9;Y;6506,99;92
2025-05-21;224;SVO;SYX;12:45;03:20;28;0,25;7;359;C;3582,06;7
2025-05-21;224;SVO;SYX;12:45;03:20;24;0,0833;2;359;W;773,51;2
2025-05-21;224;SVO;SYX;12:45;03:20;264;0,2803;74;359;Y;15066,39;74
2025-05-21;233;DEL;SVO;05:00;09:15;12;0,25;3;32Q;C;1905,05;3
2025-05-21;233;DEL;SVO;05:00;09:15;184;0,9674;178;32Q;Y;32423,23;180
2025-05-21;321;MLE;SVO;11:05;17:50;30;0,2667;8;77W;C;8646,64;8
2025-05-21;321;MLE;SVO;11:05;17:50;48;0,4792;23;77W;W;10362,87;25
2025-05-21;321;MLE;SVO;11:05;17:50;324;0,5741;186;77W;Y;43318,88;186
2025-05-21;427;SSH;SVO;16:25;22:15;30;0,2667;8;77W;C;2693,58;8
2025-05-21;427;SSH;SVO;16:25;22:15;48;0,1875;9;77W;W;1591,59;9
2025-05-21;427;SSH;SVO;16:25;22:15;324;0,1019;33;77W;Y;4907,33;34
2025-05-21;521;DXB;SVO;16:05;20:50;30;0,4333;13;77W;C;5667,15;13
2025-05-21;521;DXB;SVO;16:05;20:50;48;0,5417;26;77W;W;8149,42;26
2025-05-21;521;DXB;SVO;16:05;20:50;324;0,4846;157;77W;Y;23213,11;158
2025-05-21;526;SVO;DXB;11:25;18:20;20;0,5;10;73H;C;8002,21;10
2025-05-21;526;SVO;DXB;11:25;18:20;138;0,3116;43;73H;Y;6345,02;47
2025-05-21;1009;KGD;SVO;03:00;06:30;16;0,25;4;32B;C;352,39;4
2025-05-21;1009;KGD;SVO;03:00;06:30;167;1,024;171;32B;Y;7473,78;172
2025-05-21;1018;SVO;KGD;11:50;13:35;16;0,3125;5;32B;C;173,31;5
2025-05-21;1018;SVO;KGD;11:50;13:35;29;0,1379;4;32B;W;190,88;4
2025-05-21;1018;SVO;KGD;11:50;13:35;138;1,1739;162;32B;Y;6517,6;162
2025-05-21;1054;SVO;MCX;02:20;05:20;8;0,125;1;32A;C;262,78;1
2025-05-21;1054;SVO;MCX;02:20;05:20;150;1,0467;157;32A;Y;8435,09;158
2025-05-21;1055;MCX;SVO;06:20;09:20;150;0,8733;131;32A;Y;5214,41;132
2025-05-21;1129;AER;SVO;20:10;23:45;8;0,125;1;32A;C;319,41;1
2025-05-21;1129;AER;SVO;20:10;23:45;150;0,6467;97;32A;Y;2872,87;98
2025-05-21;1141;AER;SVO;06:20;09:50;20;0,2;4;73H;C;1285,01;4
2025-05-21;1141;AER;SVO;06:20;09:50;138;0,7754;107;73H;Y;4850,64;108
2025-05-21;1190;SVO;KZN;09:10;10:50;16;0,4375;7;32B;C;1930,25;9
2025-05-21;1190;SVO;KZN;09:10;10:50;167;1,0;167;32B;Y;8125,8;167
2025-05-21;1191;KZN;SVO;11:40;13:25;16;0,1875;3;32B;C;498,53;3
2025-05-21;1191;KZN;SVO;11:40;13:25;167;0,9581;160;32B;Y;7291,6;169
2025-05-21;1246;SVO;REN;17:50;22:00;20;0,15;3;320;C;718,67;3
2025-05-21;1246;SVO;REN;17:50;22:00;120;1,0833;130;320;Y;7949,92;131
2025-05-21;1276;SVO;KZN;12:55;14:40;8;0,375;3;32A;C;494,13;3
2025-05-21;1276;SVO;KZN;12:55;14:40;150;1,0067;151;32A;Y;9134,56;152
2025-05-21;1277;KZN;SVO;15:30;17:10;8;0,875;7;32A;C;2158,27;7
2025-05-21;1277;KZN;SVO;15:30;17:10;150;0,9933;149;32A;Y;7171,62;150
2025-05-21;1478;SVO;ABA;00:15;08:50;8;1,0;8;32A;C;5289,06;8
2025-05-21;1478;SVO;ABA;00:15;08:50;150;1,0;150;32A;Y;12415,68;150
2025-05-21;1479;ABA;SVO;10:00;11:05;8;0,875;7;32A;C;1862,41;7
2025-05-21;1479;ABA;SVO;10:00;11:05;150;0,8;120;32A;Y;10508,22;120
2025-05-21;1524;SVO;RGK;00:10;08:35;20;0,95;19;73H;C;8494,17;19
2025-05-21;1524;SVO;RGK;00:10;08:35;138;0,9348;129;73H;Y;19624,26;129
2025-05-21;1525;RGK;SVO;10:00;10:40;20;0,45;9;73H;C;3107,74;9
2025-05-21;1525;RGK;SVO;10:00;10:40;138;0,9203;127;73H;Y;11669,24;130
2025-05-21;1713;KHV;SVO;15:45;16:45;28;0,7143;20;359;C;12603,52;20
2025-05-21;1713;KHV;SVO;15:45;16:45;24;0,625;15;359;W;4833,58;15
2025-05-21;1713;KHV;SVO;15:45;16:45;264;1,0644;281;359;Y;36774,93;281
2025-05-21;2142;SVO;AYT;07:45;12:50;16;0,4375;7;32B;C;4999,61;7
2025-05-21;2142;SVO;AYT;07:45;12:50;167;0,3832;64;32B;Y;8023,01;66
2025-05-21;2143;AYT;SVO;14:20;19:20;16;0,375;6;32B;C;3998,19;6
2025-05-21;2143;AYT;SVO;14:20;19:20;167;0,1497;25;32B;Y;2349,14;25
2025-05-21;6321;LED;KGD;14:50;15:45;5;0,2;1;SU9;W;145,74;1
2025-05-21;6321;LED;KGD;14:50;15:45;95;0,8211;78;SU9;Y;4237,85;81
2025-05-21;6574;KJA;LED;05:55;06:55;8;0,25;2;319;C;879,23;2
2025-05-21;6574;KJA;LED;05:55;06:55;120;1,025;123;319;Y;15253,93;124
2025-05-21;6792;SVX;KJA;23:05;04:10;95;1,0211;97;SU9;Y;6909,0;97
2025-04-16;209;PVG;SVO;11:40;16:30;30;1,0;30;77W;C;24952,98;30
2025-04-16;209;PVG;SVO;11:40;16:30;48;0,7708;37;77W;W;11454,26;37
2025-04-16;209;PVG;SVO;11:40;16:30;324;0,9414;305;77W;Y;79267,46;313
2025-04-16;224;SVO;SYX;12:45;03:20;28;0,3929;11;333;C;2005,96;11
2025-04-16;224;SVO;SYX;12:45;03:20;268;0,3843;103;333;Y;26901,83;103
2025-04-16;233;DEL;SVO;05:00;09:10;28;0,7143;20;359;C;16306,86;20
2025-04-16;233;DEL;SVO;05:00;09:10;24;0,5;12;359;W;3214,11;12
2025-04-16;233;DEL;SVO;05:00;09:10;264;0,947;250;359;Y;47187,46;257
2025-04-16;321;MLE;SVO;11:05;17:50;30;0,8;24;77W;C;24328,68;24
2025-04-16;321;MLE;SVO;11:05;17:50;48;0,8333;40;77W;W;18254,96;40
2025-04-16;321;MLE;SVO;11:05;17:50;324;0,7284;236;77W;Y;62716,86;236
2025-04-16;427;SSH;SVO;15:30;22:15;30;0,5;15;77W;C;5301,1;15
2025-04-16;427;SSH;SVO;15:30;22:15;48;0,0833;4;77W;W;1166,47;4
2025-04-16;427;SSH;SVO;15:30;22:15;324;0,2377;77;77W;Y;13452,01;78
2025-04-16;521;DXB;SVO;16:05;20:50;30;0,9;27;77W;C;19301,67;27
2025-04-16;521;DXB;SVO;16:05;20:50;48;1,0;48;77W;W;18785,9;53
2025-04-16;521;DXB;SVO;16:05;20:50;324;0,6975;226;77W;Y;51072,65;229
2025-04-16;526;SVO;DXB;11:25;18:20;20;0,6;12;73H;C;9295,89;12
2025-04-16;526;SVO;DXB;11:25;18:20;138;0,6159;85;73H;Y;13082,32;85
2025-04-16;1009;KGD;SVO;03:00;06:30;16;0,1875;3;32B;C;29,73;1
2025-04-16;1009;KGD;SVO;03:00;06:30;167;1,0838;181;32B;Y;8322,97;181
2025-04-16;1018;SVO;KGD;11:50;13:35;16;0,6875;11;32B;C;2005,41;11
2025-04-16;1018;SVO;KGD;11:50;13:35;29;0,8621;25;32B;W;2590,38;25
2025-04-16;1018;SVO;KGD;11:50;13:35;138;1,058;146;32B;Y;5825,05;146
2025-04-16;1054;SVO;MCX;17:10;20:00;8;0,375;3;32A;C;836,61;3
2025-04-16;1054;SVO;MCX;17:10;20:00;150;0,9733;146;32A;Y;7267,45;147
2025-04-16;1055;MCX;SVO;21:00;00:10;8;0,25;2;32A;C;285,77;2
2025-04-16;1055;MCX;SVO;21:00;00:10;150;0,9867;148;32A;Y;9524,59;148
2025-04-16;1129;AER;SVO;20:10;23:45;8;0,375;3;32A;C;805,9;3
2025-04-16;1129;AER;SVO;20:10;23:45;150;0,8467;127;32A;Y;5151,25;128
2025-04-16;1141;AER;SVO;06:20;09:50;8;0,5;4;32A;C;942,21;4
2025-04-16;1141;AER;SVO;06:20;09:50;150;0,9933;149;32A;Y;6882,12;151
2025-04-16;1190;SVO;KZN;09:10;10:50;8;0,625;5;32A;C;926,23;5
2025-04-16;1190;SVO;KZN;09:10;10:50;150;1,02;153;32A;Y;6406,58;154
2025-04-16;1191;KZN;SVO;11:40;13:25;8;0,5;4;32A;C;1029,97;4
2025-04-16;1191;KZN;SVO;11:40;13:25;150;0,94;141;32A;Y;5190,88;142
2025-04-16;1246;SVO;REN;17:50;22:00;8;0,5;4;32A;C;461,5;4
2025-04-16;1246;SVO;REN;17:50;22:00;150;0,9867;148;32A;Y;16999,2;148
2025-04-16;1276;SVO;KZN;12:55;14:40;8;0,75;6;32A;C;1824,51;6
2025-04-16;1276;SVO;KZN;12:55;14:40;150;1,0267;154;32A;Y;8773,73;155
2025-04-16;1277;KZN;SVO;15:30;17:10;8;1,0;8;32A;C;2388,65;8
2025-04-16;1277;KZN;SVO;15:30;17:10;150;1,0;150;32A;Y;5994,73;151
2025-04-16;1478;SVO;ABA;00:15;08:50;8;0,75;6;32A;C;2704,99;6
2025-04-16;1478;SVO;ABA;00:15;08:50;150;0,9933;149;32A;Y;13104,23;149
2025-04-16;1479;ABA;SVO;10:00;11:05;8;0,5;4;32A;C;928,87;4
2025-04-16;1479;ABA;SVO;10:00;11:05;150;0,92;138;32A;Y;14919,7;139
2025-04-16;1524;SVO;RGK;00:10;08:35;20;0,85;17;73H;C;10412,66;17
2025-04-16;1524;SVO;RGK;00:10;08:35;138;0,8913;123;73H;Y;14010,98;124
2025-04-16;1525;RGK;SVO;11:20;12:05;20;0,35;7;73H;C;1227,75;7
2025-04-16;1525;RGK;SVO;11:20;12:05;138;0,971;134;73H;Y;11247,78;137
2025-04-16;1713;KHV;SVO;15:45;16:45;28;0,25;7;359;C;2788,51;7
2025-04-16;1713;KHV;SVO;15:45;16:45;24;1,0;24;359;W;6116,19;24
2025-04-16;1713;KHV;SVO;15:45;16:45;264;1,0682;282;359;Y;28402,21;282
2025-04-16;2142;SVO;AYT;07:45;12:50;16;0,8125;13;32B;C;7605,19;13
2025-04-16;2142;SVO;AYT;07:45;12:50;167;0,3234;54;32B;Y;9388,25;54
2025-04-16;2143;AYT;SVO;14:20;19:20;16;0,6875;11;32B;C;3573,11;11
2025-04-16;2143;AYT;SVO;14:20;19:20;167;0,3174;53;32B;Y;6521,18;53
2025-04-16;6321;LED;KGD;14:50;15:45;95;0,9789;93;SU9;Y;7578,72;93
2025-04-16;6574;KJA;LED;05:55;07:00;8;0,375;3;319;C;830,07;3
2025-04-16;6574;KJA;LED;05:55;07:00;120;0,9833;118;319;Y;13513,39;118
2025-04-16;6792;SVX;KJA;22:30;03:35;5;0,2;1;SU9;W;470,56;1
2025-04-16;6792;SVX;KJA;22:30;03:35;95;0,9895;94;SU9;Y;7062,17;94
2025-03-08;209;PVG;SVO;11:45;16:50;30;1,0;30;77W;C;37101,97;30
2025-03-08;209;PVG;SVO;11:45;16:50;48;0,9792;47;77W;W;25898,0;47
2025-03-08;209;PVG;SVO;11:45;16:50;324;0,9228;299;77W;Y;81185,5;305
2025-03-08;224;SVO;SYX;12:30;03:20;28;0,5714;16;333;C;4361,38;16
2025-03-08;224;SVO;SYX;12:30;03:20;268;0,4179;112;333;Y;31184,63;113
2025-03-08;225;SYX;SVO;07:30;13:25;28;0,5714;16;359;C;8217,01;16
2025-03-08;225;SYX;SVO;07:30;13:25;24;0,125;3;359;W;719,33;3
2025-03-08;225;SYX;SVO;07:30;13:25;264;0,5379;142;359;Y;35623,17;144
2025-03-08;233;DEL;SVO;05:50;10:10;28;0,6786;19;359;C;18284,5;19
2025-03-08;233;DEL;SVO;05:50;10:10;24;0,5833;14;359;W;4934,96;14
2025-03-08;233;DEL;SVO;05:50;10:10;264;0,9697;256;359;Y;53668,04;257
2025-03-08;275;HKT;SVO;12:10;18:25;28;0,75;21;77W;C;22750,33;21
2025-03-08;275;HKT;SVO;12:10;18:25;24;0,625;15;77W;W;9520,05;15
2025-03-08;275;HKT;SVO;12:10;18:25;375;0,6693;251;77W;Y;85446,93;253
2025-03-08;321;MLE;SVO;11:00;18:00;30;0,9;27;77W;C;74828,38;27
2025-03-08;321;MLE;SVO;11:00;18:00;48;0,8958;43;77W;W;26942,26;43
2025-03-08;321;MLE;SVO;11:00;18:00;324;0,4846;157;77W;Y;41134,27;158
2025-03-08;427;SSH;SVO;15:45;22:35;30;0,4;12;77W;C;2381,79;12
2025-03-08;427;SSH;SVO;15:45;22:35;48;0,2708;13;77W;W;3389,49;13
2025-03-08;427;SSH;SVO;15:45;22:35;324;0,1204;39;77W;Y;7153,39;39
2025-03-08;521;DXB;SVO;16:35;21:15;30;0,9;27;77W;C;11832,97;27
2025-03-08;521;DXB;SVO;16:35;21:15;48;0,8958;43;77W;W;15425,57;45
2025-03-08;521;DXB;SVO;16:35;21:15;324;0,6019;195;77W;Y;32026,83;195
2025-03-08;526;SVO;DXB;11:30;18:00;20;0,7;14;73H;C;14089,61;14
2025-03-08;526;SVO;DXB;11:30;18:00;138;0,3841;53;73H;Y;9498,85;63
2025-03-08;638;VVO;HKT;06:15;11:00;30;0,3333;10;77W;C;6626,24;10
2025-03-08;638;VVO;HKT;06:15;11:00;48;0,5625;27;77W;W;9901,2;27
2025-03-08;638;VVO;HKT;06:15;11:00;324;0,3549;115;77W;Y;28191,69;117
2025-03-08;851;SYX;KHV;05:30;14:00;138;0,5725;79;73H;Y;17039,92;81
2025-03-08;1009;KGD;SVO;06:10;09:50;29;0,0345;1;32B;W;135,3;1
2025-03-08;1009;KGD;SVO;06:10;09:50;138;0,6304;87;32B;Y;3918,02;94
2025-03-08;1018;SVO;KGD;11:20;13:00;16;1,0;16;32B;C;3337,28;16
2025-03-08;1018;SVO;KGD;11:20;13:00;29;0,6207;18;32B;W;1576,26;18
2025-03-08;1018;SVO;KGD;11:20;13:00;138;1,0145;140;32B;Y;5383,46;142
2025-03-08;1054;SVO;MCX;10:35;13:40;8;0,75;6;32A;C;1624,24;6
2025-03-08;1054;SVO;MCX;10:35;13:40;150;0,8133;122;32A;Y;4224,3;126
2025-03-08;1055;MCX;SVO;14:40;17:45;8;0,5;4;32A;C;796,84;5
2025-03-08;1055;MCX;SVO;14:40;17:45;150;0,6533;98;32A;Y;3791,98;101
2025-03-08;1129;AER;SVO;06:05;09:40;16;0,4375;7;32B;C;1716,62;7
2025-03-08;1129;AER;SVO;06:05;09:40;167;0,8683;145;32B;Y;7732,83;148
2025-03-08;1141;AER;SVO;21:20;00:45;28;0,7143;20;321;C;4905,21;15
2025-03-08;1141;AER;SVO;21:20;00:45;142;0,5211;74;321;Y;6014,31;75
2025-03-08;1190;SVO;KZN;10:40;12:20;16;0,375;6;32B;C;1457,67;6
2025-03-08;1190;SVO;KZN;10:40;12:20;167;0,982;164;32B;Y;5005,01;164
2025-03-08;1191;KZN;SVO;13:20;15:05;16;0,3125;5;32B;C;1168,79;5
2025-03-08;1191;KZN;SVO;13:20;15:05;167;0,5988;100;32B;Y;2351,23;100
2025-03-08;1246;SVO;REN;08:35;13:00;8;0,375;3;32A;C;752,11;3
2025-03-08;1246;SVO;REN;08:35;13:00;150;0,82;123;32A;Y;4835,87;124
2025-03-08;1276;SVO;KZN;08:10;10:00;16;0,1875;3;32B;C;463,88;3
2025-03-08;1276;SVO;KZN;08:10;10:00;167;0,9641;161;32B;Y;4628,21;162
2025-03-08;1277;KZN;SVO;10:50;12:35;16;0,125;2;32B;C;429,98;2
2025-03-08;1277;KZN;SVO;10:50;12:35;167;0,7365;123;32B;Y;2967,77;126
2025-03-08;1478;SVO;ABA;23:55;08:45;20;0,1;2;73H;C;54,05;2
2025-03-08;1478;SVO;ABA;23:55;08:45;138;0,4928;68;73H;Y;5998,21;68
2025-03-08;1479;ABA;SVO;12:55;14:00;138;0,5942;82;73H;Y;7546,27;84
2025-03-08;1524;SVO;RGK;00:05;08:35;20;0,8;16;73H;C;8119,8;16
2025-03-08;1524;SVO;RGK;00:05;08:35;138;0,8623;119;73H;Y;13953,39;125
2025-03-08;1525;RGK;SVO;11:45;12:35;20;0,6;12;73H;C;4223,8;12
2025-03-08;1525;RGK;SVO;11:45;12:35;138;0,9638;133;73H;Y;14376,23;137
2025-03-08;1713;KHV;SVO;14:35;15:55;30;0,4667;14;77W;C;9355,23;14
2025-03-08;1713;KHV;SVO;14:35;15:55;48;0,2083;10;77W;W;2360,53;10
2025-03-08;1713;KHV;SVO;14:35;15:55;324;0,7654;248;77W;Y;22554,62;250
2025-03-08;2142;SVO;AYT;11:25;16:30;20;0,55;11;73H;C;4330,3;11
2025-03-08;2142;SVO;AYT;11:25;16:30;138;0,2681;37;73H;Y;4943,36;37
2025-03-08;2143;AYT;SVO;17:30;22:30;20;0,1;2;73H;C;872,75;2
2025-03-08;2143;AYT;SVO;17:30;22:30;138;0,1159;16;73H;Y;2054,8;16
2025-03-08;6568;AER;LED;18:45;22:55;8;0,375;3;319;C;373,31;3
2025-03-08;6568;AER;LED;18:45;22:55;120;0,65;78;319;Y;4347,54;81
2025-03-08;6574;KJA;LED;20:45;21:50;8;0,125;1;319;C;406,14;1
2025-03-08;6574;KJA;LED;20:45;21:50;120;0,6917;83;319;Y;7381,1;83
2025-03-08;6792;SVX;KJA;00:05;05:10;95;0,6842;65;SU9;Y;3376,1;67
2025-05-16;224;SVO;SYX;10:35;01:15;28;0,0714;2;333;C;0,0;2
2025-05-16;224;SVO;SYX;10:35;01:15;268;0,1418;38;333;Y;7025,63;38
2025-05-16;225;SYX;SVO;04:50;10:20;28;0,4286;12;359;C;9167,43;12
2025-05-16;225;SYX;SVO;04:50;10:20;24;0,0417;1;359;W;440,47;1
2025-05-16;225;SYX;SVO;04:50;10:20;264;0,2992;79;359;Y;21054,66;80
2025-05-16;233;DEL;SVO;05:00;09:00;30;0,2333;7;77W;C;4372,67;7
2025-05-16;233;DEL;SVO;05:00;09:00;48;0,0833;4;77W;W;1089,99;4
2025-05-16;233;DEL;SVO;05:00;09:00;324;1,0772;349;77W;Y;59871,33;350
2025-05-16;321;MLE;SVO;11:05;17:50;30;0,8;24;77W;C;36056,02;24
2025-05-16;321;MLE;SVO;11:05;17:50;48;0,6667;32;77W;W;15325,44;32
2025-05-16;321;MLE;SVO;11:05;17:50;324;0,7778;252;77W;Y;64984,39;250
2025-05-16;427;SSH;SVO;16:25;22:15;30;0,5;15;77W;C;5746,29;15
2025-05-16;427;SSH;SVO;16:25;22:15;48;0,1667;8;77W;W;2261,73;8
2025-05-16;427;SSH;SVO;16:25;22:15;324;0,2809;91;77W;Y;17299,15;91
2025-05-16;521;DXB;SVO;16:05;20:50;30;0,8;24;77W;C;19451,99;24
2025-05-16;521;DXB;SVO;16:05;20:50;48;0,6875;33;77W;W;12277,39;34
2025-05-16;521;DXB;SVO;16:05;20:50;324;0,7438;241;77W;Y;45018,89;241
2025-05-16;526;SVO;DXB;11:25;18:20;20;0,3;6;73H;C;4682,4;7
2025-05-16;526;SVO;DXB;11:25;18:20;138;0,2609;36;73H;Y;5505,35;38
